"name","desc","type1","type2","egg_group"
"로토무","플라스마로 된 몸을 가지고 있다. 전자 제품에 숨어들어 나쁜 짓을 하는 것으로 알려졌다.전기 같은 몸은 일부 기계에 들어갈 수 있다. 그리고 그 몸으로 장난을 친다.특수한 모터를 움직이는 동력원으로서 긴 시간 동안 연구되었던 포켓몬이다.전기와 같은 몸은 일부 기계에 들어갈 수 있다. 그리고 그 몸으로 장난을 친다.전기 같은 몸은 일부 기계에 들어갈 수 있다. 그리고 그 몸으로 장난을 친다.특수한 모터를 움직이는 동력원으로서 긴 시간 동안 연구되었던 포켓몬이다.플라스마로 된 몸을 가지고 있다. 전자 제품에 숨어들어 나쁜 짓을 하는 것으로 알려졌다.특수한 모터를 움직이는 동력원으로서 긴 시간 동안 연구되었던 포켓몬이다.플라즈마로 된 몸을 가지고 있다. 전자 제품에 숨어들어 나쁜 짓을 하는 것 으로 알려졌다.자료 없음어떤 소년의 발명에 의해 로토무를 활용한 다양한 기계가 만들어지기 시작했다.플라스마로 된 몸으로 다양한 기계에 숨는다. 놀라게 하는 걸 매우 좋아한다.","전기","고스트","부정형"
"유크시","지식의 신이라 불리고 있다. 눈을 마주친 사람의 기억을 지워 버리는 힘을 가지고 있다고 한다.유크시의 탄생에 의해 사람들의 생활을 풍요롭게하는 지혜가 생겨났다고 전해진다.유크시가 날아다님으로써 사람들에게 세상사를 해결하는 지혜가 생겨나게 되었다.사람들에게 여러 가지 문제를 해결하기 위한 지혜를 전수했다고 전해지는 포켓몬이다.유크시가 날아다님으로써 사람들에게 세상사를 해결하는 지혜가 생겨나게 되었다.지식의 신이라 불리고 있다. 눈을 마추친 사람의 기억을 지워버리는 힘을 가지고 있다고 한다.유크시의 탄생에 의해 사람들의 생활을 풍요롭게 하는 지혜가 생겨났다고 한다.지식의 신이라 불리고 있다. 눈을 마주친 사람의 기억을 지워 버리는 힘을 가지고 있다고 한다.유크시의 탄생에 의해 사람들의 생활을 풍요롭게 하는 지혜가 생겨났다고 전해진다.도감에 없음등장하지 않음도감에 없음","에스퍼","","알미발견"
"엠라이트","슬픔의 괴로움과 즐거움의 소중함을 사람들에게 가르쳐 주었다. 감정의 신이라 불리고 있다.호수의 밑바닥에서 잠자고 있지만 영혼이 빠져나가서 수면을 날아다닌다고 전해진다.엠라이트가 날아다님으로써 사람들에게 삶의 기쁨, 슬픔이라는 것이 생겨나게 되었다.사람들의 마음에 즐거움과 슬픔 등의 감정을 가져왔다고 전해지는 포켓몬이다.엠라이트가 날아다님으로써 사람들에게 삶의 기쁨, 슬픔이라는 것이 생겨나게 되었다.슬픔의 괴로움과 즐거움의 소중함을 사람들에게 가르쳐 주었다. 감정의 신이라고 불리고 있다.호수의 밑바닥에서 잠자고 있지만 영혼이 빠져나가서 수면을 날아다닌다고 전해진다.슬픔의 괴로움과 즐거움의 소중함을 사람들에게 가르쳐 주었다. 감정의 신이라 불리고 있다.호수의 밑바닥에서 잠자고 있지만 영혼이 빠져나가서 수면을 날아다닌다고 전해진다.도감에 없음등장하지 않음도감에 없음","에스퍼","","알미발견"
"아그놈","의지의 신이라 불리고 있다. 호수의 밑바닥에서 계속 잠을 자며 세계의 균형을 지키고 있다.유크시, 엠라이트, 아그놈은 같은 알에서 태어난 포켓몬이라 여겨지고 있다.아그놈이 날아다님으로써 사람들에게 뭔가를 하기 위한 결의가 생겨나게 되었다.모든 고난에 맞서는 강한 마음을 사람들에게 주었다고 전해지는 포켓몬이다.아그놈이 날아다님으로써 사람들에게 뭔가를 하기 위한 결의가 생겨나게 되었다.의지의 신이라 불리고 있다. 호수의 밑바닥에서 계속 잠을 자며 세계의 균형을 지키고 있다.유크시, 엠라이트, 아그놈은 같은 알에서 태어난 포켓몬이라 여겨지고 있다.의지의 신이라 불리고 있다. 호수의 밑바닥에서 계속 잠을 자며 세계의 균형을 지키고 있다.유크시, 엠라이트, 아그놈은 같은 알에서 태어난 포켓몬이라 여겨지고 있다.도감에 없음등장하지 않음도감에 없음","에스퍼","","알미발견"
"디아루가","시간을 조종하는 힘을 가지고 있다. 신오지방에서는 신이라고 불리며 신화에 등장한다.디아루가가 태어남으로써 시간이 움직이기 시작했다는 전설이 내려오는 포켓몬이다.디아루가는 그 심장이 움직이면 시간이 흘러간다고 여겨지는 신오지방의 전설 포켓몬이다.시간의 흐름을 자유롭게 조종하는 것으로 과거나 미래로 이동할 수 있다.디아루가는 그 심장이 움직이면 시간이 흘러간다고 여겨지는 신오지방의 전설 포켓몬이다.디아루가가 태어남으로써 시간이 움직이기 시작했다는 전설이 내려오는 포켓몬이다.시간을 조종하는 힘을 가지고 있다. 신오지방에서는 신이라고 불리며 신화에 등장한다.디아루가가 태어남으로써 시간이 움직이기 시작했다는 전설이 내려오는 포켓몬이다.시간을 조종하는 힘을 가지고 있다. 신오지방에서는 신이라고 불리며 신화에 등장한다.도감에 없음등장하지 않음도감에 없음","강철","드래곤","알미발견"
"펄기아","공간을 뒤틀리게 하는 능력을 가졌으며 신오지방의 신화에서는 신으로 묘사되고 있다.평행으로 늘어선 공간의 틈새에 산다고 전해진다. 신화에 등장하는 포켓몬이다.펄기아는 호흡을 할 때마다 공간을 안정시킨다고 여겨지는 신오지방의 전설 포켓몬이다.공간의 연결을 자유롭게 조종하는 것으로 먼 장소나 다른 공간으로 이동할 수 있다.펄기아는 호흡을 할 때마다 공간을 안정시킨다고 여겨지는 신오지방의 전설 포켓몬이다.평행으로 늘어선 공간의 틈새에 산다고 전해진다. 신화에 등장하는 포켓몬이다.공간을 뒤틀리게 하는 능력을 가졌으며 신오지방의 신화에서는 신으로 묘사되고 있다.평행으로 늘어선 공간의 틈새에 산다고 전해진다. 신화에 등장하는 포켓몬이다.공간을 뒤틀리게 하는 능력을 가졌으며 신오지방의 신화에서는 신으로 묘사되고 있다.도감에 없음등장하지 않음도감에 없음","물","드래곤","알미발견"
"히드런","화산의 동굴에서 서식한다. 십자형의 발톱을 박아서 벽이나 천장을 돌아다닌다.단단한 강철의 몸이지만 자신이 내는 고열 때문에 여기저기 녹아내리고 있다.마그마처럼 타오르는 혈액이 몸에서 흐르고 있다. 화산의 동굴에 서식한다.단단한 강철의 몸이지만 자신이 내는 고열 때문에 여기저기 녹아내리고 있다.화산의 동굴에서 서식한다. 십자형의 발톱을 박아서 벽이나 천장을 돌아다닌다.마그마처럼 타오르는 혈액이 몸에서 흐르고 있다. 화산의 동굴에 서식한다.화산의 동굴에서 서식한다. 십자형의 발톱을 박아서 벽이나 천장을 돌아다닌다.마그마처럼 타오르는 혈액이 몸에서 흐르고 있다. 화산의 동굴에 서식한다.도감에 없음등장하지 않음도감에 없음","불꽃","강철","알미발견"
"레지기가스","밧줄로 묶은 대륙을 당겨서 움직였다고 하는 전설이 남아있다.특수한 빙산이나 암석, 마그마에서 자신의 모습과 닮은 포켓몬을 만들었다고 전해진다.점토, 얼음, 마그마를 써서 레지락, 레지아이스, 레지스틸 3마리를 만들었다고 전해진다.특수한 빙산이나 암석, 마그마에서 자신의 모습과 닮은 포켓몬을 만들었다고 전해진다.밧줄로 묶은 대륙을 당겨서 움직였다고 하는 전설이 남아 있다.특수한 빙산이나 암석, 마그마에서 자신의 모습과 닮은 포켓몬을 만들었다고 전해진다.밧줄로 묶은 대륙을 당겨서 움직였다고 하는 전설이 남아 있다.도감에 없음등장하지 않음도감에 없음","노말","","알미발견"
"기라티나","이 세상의 이면에 있는 세상에 살고 있다고 전해지는 포켓몬이다. 고대의 무덤에 나타난다.난폭하다는 이유로 쫓겨났지만 깨어진 세계라고 전해지는 장소에서조용히 원래 세계를 보고 있었다.상식이 통용되지 않는 이 세상의 이면에 있다고 전해지는 깨어진 세계에서 서식한다.상식이 통하지 않는 이 세상의 이면에 있다고 불리는 깨어진 세계에 서식한다.난폭하다는 이유로 쫓겨났지만 깨어진 세계라고 전해지는 장소에서조용히 원래 세계를 보고 있었다.상식이 통하지 않는 이 세상에 이면에 있다고 불리는 깨어진 세계에 서식한다.난폭하다는 이유로 쫓겨났지만 깨어진 세계라고 전해지는 장소에서조용히 원래 세계를 보고있었다.상식이 통하지 않는 이 세상에 이면에 있다고 불리는 깨어진 세계에 서식한다.난폭하다는 이유로 쫓겨났지만 깨어진 세계라고 전해지는 장소에서조용히 원래 세계를 보고있었다.도감에 없음등장하지 않음도감에 없음","고스트","드래곤","알미발견"
"크레세리아","비행할 때는 베일 같은 날개에서 빛나는 입자를 낸다. 초승달의 화신으로 불리고 있다.초승달에 가까운 밤일수록 꼬리에서 뻗어나는 오로라가 깊고 아름다워진다.크레세리아의 날개를 가지고 자면 즐거운 꿈을 꿀 수 있다고 한다. 초승달의 화신으로 불리고 있다.초승달에 가까운 밤일수록 꼬리에서 뻗어나는 오로라가 길고 아름다워진다.비행할 때는 베일 같은 날개에서 빛나는 입자를 낸다. 초승달의 화신으로 불리고 있다.크레세리아의 날개를 가지고 자면 즐거운 꿈을 꿀 수 있다고 한다. 초승달의 화신으로 불리고 있다.비행할 때는 베일 같은 날개에서 빛나는 입자를 낸다. 초승달의 화신으로 불리고 있다.크레세리아의 날개를 가지고 자면 즐거운 꿈을 꿀 수 있다고 한다. 초승달의 화신으로 불리고 있다.도감에 없음등장하지 않음도감에 없음","에스퍼","","알미발견"
"피오네","따뜻한 바다에 사는 포켓몬이다. 머리의 부낭을 부풀려서 파도 사이를 떠돌며 먹이를 찾는다.따뜻한 바다를 떠돌고 있다. 아무리 먼 곳으로 흘러가도 태어난 장소로 반드시 돌아온다.바다 온도가 높아지면 머리의 부낭을 부풀려서 해수면을 집단으로 떠돈다.따뜻한 바다를 떠돌고 있다. 아무리 먼 곳으로 흘러가도 태어난 장소로 반드시 돌아온다.따뜻한 바다를 떠돌고 있다.아무리 먼곳으로 흘러가도 태어난 장소로 반드시 돌아온다.바다 온도가 높아지면 머리의 부낭을 부풀려서 해수면을 집단으로 떠돈다.따뜻한 바다를 떠돌고 있다. 아무리 먼 곳으로 흘러가도 태어난 장소로 반드시 돌아온다.바다 온도가 높아지면 머리의 부낭을 부풀려서 해수면을 집단으로 떠돈다.따뜻한 바다를 떠돌고 있다. 아무리 먼 곳으로 흘러가도 태어난 장소로 반드시 돌아온다.자료 없음","물","","수중1,요정"
"마나피","차가운 바다 밑에서 태어났다. 자신이 태어난 바다의 밑바닥까지 긴 거리를 헤엄쳐서 돌아간다.몸의 80%가 물이다. 주위의 환경에 영향 받기 쉬운 체질의 포켓몬이다.태어났을 때부터 가지고 있는 이상한 힘을 쓰면 어떤 포켓몬과도 마음이 서로 통하게 된다.어떤 포켓몬과도 마음이 통하고 맞출 수 있는 이상한 능력을 가지고 있다.태어났을 때부터 가지고 있는 이상한 힘을 쓰면 어떤 포켓몬과도 마음이 서로 통하게 된다.어떤 포켓몬과도 마음이 통하고 맞출 수 있는 이상한 능력을 가지고 있다.태어났을 때부터 가지고 있는 이상한 힘을 쓰면 어떤 포켓몬과도 마음이 서로 통하게 된다.어떤 포켓몬과도 마음이 통하고 맞출 수 있는 이상한 능력을 가지고 있다.자료 없음","물","","수중1,요정"
"다크라이","사람들을 깊은 잠으로 끌어들여 꿈을 보여주는 능력을 가지고 있다.그믐달이 뜨는 밤에 활동한다.달이 뜨지 않는 밤에는 다크라이가 무서운 꿈을 보여준다는 이야기가 전해진다.자신을 지키기 위해 주변의 사람이나 포켓몬에게 악몽을 보여주지만 다크라이에게 악의는 없다.깊은 잠으로 끌어들이는 힘으로 사람과 포켓몬에게 악몽을 꾸게 해 자신의 영역에서 쫓아낸다.자신을 지키기 위해 주변의 사람이나 포켓몬에게 악몽을 꾸게 하지만다크라이는 나쁜 뜻이 있는 게 아니다.깊은 잠으로 끌어들이는 힘으로 사람과 포켓몬에게 악몽을 꾸게 해 자신의 영역에서 쫓아낸다.사람들을 깊은 잠으로 끌어들여 꿈을 꾸게하는 능력을 가지고 있다.그믐달이 뜨는 밤에 활동한다.깊은 잠으로 끌어들이는 힘으로 사람과 포켓몬에게 악몽을 꾸게 해 자신의 영역에서 쫓아낸다.사람들을 깊은 잠으로 끌어들여 꿈을 보여주는 능력을 가지고 있다.그믐달이 뜨는 밤에 활동한다.자료 없음","악","","알미발견"
"쉐이미","꽃밭 속에서 살고 있지만 몸을 움크리면 꽃처럼 보이기 때문에 누구도 눈치채지 못한다.대기의 독소를 분해해서 거칠어진 대지를 일순간에 꽃밭으로 만드는 힘을 가지고 있다.사람에게 부드럽게 껴안아져 감사의 마음을 느끼면 전신의 꽃이 피어난다.그라시데아꽃이 피는 계절에 감사의 마음을 전하기 위해 날아오른다고 전해진다.사람에게 부드럽게 껴안아져 감사의 마음을 느끼면 전신의 꽃이 피어난다.대기의 독소를 분해해서 거칠어진 대지를 일순간에 꽃밭으로 만드는 힘을 가지고 있다.그라시데아꽃이 피는 계절에 감사의 마음을 전하기 위해 날아오른다고 전해진다.대기의 독소를 분해해서 거칠어진 대지를 일순간에 꽃밭으로 만드는 힘을 가지고 있다.그라시데아꽃이 피는 계절에 감사의 마음을 전하기 위해 날아오른다고 전해진다.자료 없음","풀","","알미발견"
"아르세우스","1000개의 팔로 우주를 만든 포켓몬으로 신화에 묘사된다.우주가 아직 생기지 않았을 무렵에 처음으로 태어난 포켓몬이라고 신화 속에서 묘사된다.아무것도 없는 곳에 있던 알에서 깨어나 세계를 만들었다고 여겨진다.알에서 모습을 나타내 모든 세계를 창조했다고 신오신화에서 묘사된다.아무것도 없는 곳에 있던 알에서 깨어나 세계를 만들었다고 여겨진다.알에서 모습을 나타내 모든 세계를 창조했다고 신오 신화에서 묘사된다.우주가 아직 생기지 않았을 무렵에 처음으로 태어난 포켓몬이라고 신화 속에서 묘사된다.알에서 모습을 나타내 모든 세계를 창조했다고 신오신화에서 묘사된다.우주가 아직 생기지 않았을 무렵에 처음으로 태어난 포켓몬이라고 신화 속에서 묘사된다.자료 없음","노말","","알미발견"
